product_name,image_count,product_text
Matrix Carbon,1,"Description:
MatrixCarbon™ is a truly unique activated carbon. It is formed as a spherical bead for optimum hydrodynamics, and will not pack. It permits maximum water flow and contact with its high density of macroporous binding sites. MatrixCarbon™ has a very low ash content as indicated by its minimal impact on pH. Even when added to distilled water, it does not raise pH above 7.0. While all carbons contain phosphate, regardless of false claims to the contrary, MatrixCarbon™ has the lowest detectable leachable phosphate content of all major carbon brands tested. MatrixCarbon™ outperforms other high grade carbons by at least two-fold when compared for total capacity to remove aquarium organic matter, rate of adsorption, and duration of use.

Volume:
100ml (Bagged)250ml500ml

Features & Benefits:
High Efficiency Spherical CarbonVery Little Impact on PH Due to Low Ash ContentLowest Leachable Phosphate Level on MarketHigh Removal Capacity; Large Surface AreaDirections:250 mL will easily treat 400 L (100 US gallons) for several months. Use in a filter bag. Rinse before use. For best results, MatrixCarbon™ should be placed so as to maximize the flow of water through it. It may be used in a canister filter, chemical filtration module, box filter, or any high flow area of a trickle filte"
Neutral Regulator,1,"Description:
Neutral Regulator® adjusts pH to neutral (pH 7.0) from either a low or high pH and maintains it there. It softens water by precipitating calcium and magnesium while removing any chlorine, chloramine, and detoxifying ammonia. The use of Neutral Regulator® makes other conditioning unnecessary. To lower pH below 7.0 use Neutral Regulator® with Acid Regulator™ (or Discus Buffer®). To raise pH above 7.0 use with Alkaline Regulator™. All of these products will enhance and stabilize the freshwater aquarium environment. For further freshwater environment enhancement, use Fresh Trace™ to restore the proper level of trace elements and feed NutriDiet® Tropical Flakes for thriving, healthy freshwater community fish.

Net Wt.:
50g250g500g

Features & Benefits:
Adjusts PH to Neutral (Ph 7.0) from Either a Low or High PHSoftens Water by Precipitating Calcium and MagnesiumRemoves Chlorine, Chloramine, or AmmoniaDirections:Use 5 g (1 level teaspoon) for every 40–80 L (10–20 US gallons) once or twice a month (or as necessary to maintain a pH of 7.0.) Neutral Regulator® may be be initially used daily in cases of high alkalinity until 7.0 is established. It may be added directly to the aquarium at any time. Ideally, it should be used when adding or changing water by dissolving in the replacement water.Contains phosphate buffers and conditioning agents. Safe for all freshwater fish acclimated to neutral P"
Phosguard,1,"Description:
PhosGuard™ rapidly removes phosphate and silicate from marine and freshwater aquaria. It is not recommended for phosphate buffered freshwater. PhosGuard™ is highly porous for high capacity and bead-shaped for optimum water flow.

Volume:
100ml (Bagged)250ml500mlFeatures & Benefits:Adjusts PH to Neutral (Ph 7.0) from Either a Low or High PHSoftens Water by Precipitating Calcium and MagnesiumRemoves Chlorine, Chloramine, or Ammonia

Directions:
May generate heat on initial contact with water. Pre-wet by adding to a double volume of freshwater, followed by a rinse. For best results, PhosGuard™ should be rinsed before use and placed so as to maximize the flow of water through it but not so that it tumbles against itself in flow. It may be used in a canister filter, media chamber, box filter, or any high flow area of a trickle filter. Use of a filter bag is recommended. Use 85 mL (1/3 cup) for every 200 L (50 US gallons) saltwater or 400 L (100 US gallons) freshwater.

Leave product in place for 4 days, then test phosphate or silicate concentrations with either MultiTest™: Phosphate or MultiTest™: Silicate. If the concentration of the component you are trying to decrease has not dropped to around 0.02 mg/L, then replace the PhosGuard™, otherwise leave in place until levels begin to climb again. As long as concentrations remain under control, the product is not exhausted. Over treating is not recommended. PhosGuard™ is not an exchange resin and does not release anything into the water. It does not leach phosphate or silicate back into the water and may be removed, dried, and returned to service until exhausted. Continuous use of small quantities is better than intermittent use of larger quantitie"
Plant Pack LV2 (Enhancer NPK),4,"Description:
Plant Pack Enhancer: NPK combines Flourish Nitrogen™, Flourish Phosphorus™, and Flourish Potassium™.

Features & Benefits:
Perfect Starter Pack for Beginners.Contains 100 ML Bottles of Flourish, Flourish IRON, and Flourish ExcelBroad Spectrum, Iron, and Carbon

Flourish Nitrogen™ is a concentrated (15,000 mg/L) blend of nitrogen sources. It provides nitrogen in both the nitrate form and the plant-preferred ammonium form. However, no free ammonia is released because the ammonium in Flourish Nitrogen™ is complexed and unavailable until utilized by the plants. Flourish Nitrogen™ also provides nitrate for those plants that can readily utilize nitrate as well.

Flourish Phosphorus™ is a safe solution of potassium phosphate that takes the guesswork out phosphate dosing. Unlike competing products that mix nitrate and phosphate in a fixed ratio, Flourish Phosphorus™ (being nitrate free) allows you to dose phosphorus according to the needs of your plants without the risk of overdosing nitrates. Likewise, because Flourish Nitrogen™ is phosphate free you can use both products together to target exactly the ideal amounts of each for your system.

Flourish Potassium™ contains 40,000 mg/L of potassium suitable for the natural freshwater aquarium. Potassium is an important element that is needed by all plants. In a thriving planted aquarium it can become the limiting factor to growth if it is depleted.

Directions:
Please see packaging for usage direction"
Plant Pack LV1 (Fundamentals),1,"Description:
Plant Pack™: Fundamentals is an excellent pack for beginning aquatic gardeners. It contains Flourish®, Flourish Iron™, Flourish Excel™.

Features & Benefits:
Perfect Starter Pack for Beginners.Contains 100 ML Bottles of Flourish, Flourish IRON, and Flourish ExcelBroad Spectrum, Iron, and Carbon

Flourish® is a growth stimulator for aquarium plant stems and leaves. It contains a broad spectrum of essential trace elements, vitamins, and amino acids. Flourish® is rich in gluconate iron, manganese, calcium, magnesium, potassium, inositol, choline B12, biotin, and other factors that have been determined to be beneficial to aquatic plants.

Flourish Iron™ is a companion product to Flourish™ and Flourish Tabs™. It is a complexed ferrous (Fe+2) iron product which contains 10,000 mg/L of iron and is ideal for iron maintenance in the natural planted aquarium. Plants can utilize both ferric (Fe+3) and ferrous (Fe+2) iron, although they prefer ferrous iron when available.

Flourish Excel™ is a simple source of readily available organic carbon. All plants require a source of carbon. This is typically obtained from CO2, but, may also be obtained via relatively simple organic compounds (such as photosynthetic intermediates). Since both processes occur simultaneously one can derive a substantial benefit with the use of Flourish Excel™ either alone or in conjunction with CO2 injection.

Directions:
Please see packaging for usage direction"
Pond Matrix,1,"Description:
Pond Matrix™ is a high porosity bio media that provides efficient biofiltration for the removal of nitrogenous waste in ponds. Plastic bio-materials provide only external surface area, whereas Pond Matrix™ provides internal macroporous surface area. These macropores are ideally sized for the support of nitrifying and denitrifying bacteria. This allows Pond Matrix™, unlike other forms of biomedia, to remove nitrate along with ammonia and nitrite, simultaneously and in the same filter. Pond Matrix™ is completely inert and will not breakdown. It need not be replaced. It is also more suitable for use as a clean soil replacement for growing pond plants. Use 1–2 Liters of Pond Matrix™ for each 100 US gallons. Since the majority of the bacteria are internal, Pond Matrix™ may be rinsed when needed without damaging the filter. Pond Matrix™ is compatible with all types of wet or wet-dry filters.

Volume:
1Ltr2Ltr

Features & Benefits:
High Capacity BiofiltrationControls Ammonia, Nitrite, and NitrateHighly Porous - Enormous Surface Area (160,000 cm2/L)Supports Aerobic and Anaerobic Bacteria SpeciesDirections:For filtration use 2 Liters of Pond Matrix™ for each 200 gallons of water. Use in any pond filter. Pond Matrix™ is sufficiently large that a filter bag should not be necessary. Follow the manufacturer's recommendations for your filter. Pond Matrix™ should never need replacing. Pond Matrix™ makes an excellent support for root development of aquatic plants and may be used directly on the bottom of the pond or in pots. This avoids the use of soil in the pond. It may be used alone, mixed, or overlayed with river rock. For pond bottom use, it should be presoaked for several days and allowed to become waterlogged and sink (although a high current will disrupt it). Pond Matrix™ is inorganic and will not decompose or pollute the wate"
Pond Phosguard 1Ltr,1,"Description:
Pond PhosGuard™ is a non-herbicidal, environmentally sound approach to the problem of phosphate control in ponds. It is a filter adsorbent that removes phosphates, silicates, and organic nutrients. A 2 Liter size treats over 600 US gallons.

Features & Benefits:
Removes Silicate and PhosphateSpherical for Optimal HydrodynamicsIrreversible Binding

Directions:
Use Pond PhosGuard™ in the chemical module of your pond filter. If a chemical module is lacking, place in your pond filter so as to maximize the amount of water passing through it. The beads are sufficiently large that a filter bag should not be required for most filters. Check the specifications for your filter. Each liter (approximately a quart) of Pond PhosGuard™ will treat about 100 to 300 gallons for 1 to 3 months, depending on the biological load of the pond. It works better at alkaline or neutral pH. Avoid using phosphate based buffers or fertilizers that contain phosphate or nitrate. Caution: May generate heat on initial contact with water. Pre-wet by slowly adding to a double volume of water (e.g. pre-wet 1 L of product with 2 L of water"
Pond Prime,1,"Description:
Pond Prime® is a complete conditioner that removes chlorine, chloramine, and detoxifies ammonia and nitrite. It also provides essential ions and stimulates natural slime coat. Pond Prime® also enhances nitrate removal. It will also detoxify any heavy metals found in the tap water at typical concentration levels. It should be the first choice conditioner when setting up a new pond, adding, or changing water. No other product is required to make water safe, even in high chloramine situations. Unlike competing products, Pond Prime® does not cause a pH drop or overactive skimmers. A 500 mL bottle treats over 10,000 US gallons, much more than competing products.

Volume:
500ml1Ltr

Features & Benefits:
Complete and Concentrated Conditioner for Decorative PondsRemoves Chlorine, ChloramineDetoxiﬁEs Ammonia, Nitrite, and Nitrate5x More Concentrated Than Competing ProductsDirections:Use 1/8 cup (2 tablespoons) for each 600-700 gallons for removing chlorine or chloramine. To detoxify high concentrations of ammonia or nitrite, use 1/4 to 1/2 cup for each 600 gallons. Sulfur odor is normal. For exceptionally high chloramine concentrations, a double dose may be used safely. To detoxify nitrite in an emergency, up to 5 times normal dose may be used. If temperature is > 30 °C (86 °F) and chlorine or ammonia levels are low, use a half dos"
Pond Stability 500ml,1,"Description:
Pond Stability® will rapidly and safely establish the pond biofilter in  new ponds, thereby preventing fish deaths due to incomplete biofilter  cycling. Pond Stability® will also prevent and reduce sludge build up.  Pond Stability® is formulated specifically for the pond and contains a  synergistic blend of aerobic, anaerobic, and facultative bacteria which  facilitate the breakdown of waste organics, ammonia, nitrite, and  nitrate. The bacteria employed by Pond Stability® are non-sulfur fixing  and will not produce toxic hydrogen sulfide. Pond Stability® is  completely harmless to all aquatic organisms as well as aquatic plants,  thus there is no danger of overuse. Pond Stability® is the culmination  of nearly a decade of research and development and represents the  current state of the art in natural biological management.  

Features & Benefits:
Water Stabilization System for Decorative Ponds.Rapidly and Safely Establishes Bio-Filter.Breaks down Waste Organics, Ammonia, Nitrite, and Nitrate

Directions:
Shake well before use. Turn off UV. Use 50 mL for each 400 L (100 US  gallons) on the first day with a new pond. Then use 25 mL for each 400 L  (100 US gallons) daily for 7 days. Fish and other aquatic species may  be introduced at any time as long as dosage is maintained for 7 days.  For optimum biofilter performance use 5 capfuls for each 400 L (100 US  gallons) once a month or with each water change and whenever introducing  new fish or whenever medicating a pond. Product shelf life is 4 years  from date of manufacture, see expiration date belo"
Pristine,1,"Description:
Pristine™ uses bio-augmentation, a non-chemical and natural method, to improve water quality. It provides bacteria that break down excess food, waste and detritus in freshwater and marine systems. It will also reduce excess nutrients (e.g. ammonia, nitrates, and nitrites) that may fuel the growth of nuisance and disease-causing organisms. Pristine™ increases water clarity and promotes overall better health for the aquatic environment.

Volume:
100ml250ml500ml

Features & Benefits:
Natural Organic Waste ManagementRapidly and Safely Eliminates Sludge and DetritusHelps Increase Water ClarityMarine and FreshwaterDirections:Shake well before use. Turn off UV/ozone. Use 1 capful (5 mL) for each 40 L (10 US gallons). Then use a maintenance dose of 1 capful (5 mL) per 80 L (20 US gallons) with additions of livestock or the disruption of the biofilter through cleaning or medications. Antibiotics should be removed with fresh carbon and a water change before adding bacteria. Allow 2 or 3 days for the bacteria to become established before using UV sterilizers or ozone. Recurring problems with high nutrients can indicate overstocking, overfeeding or inadequate filtration.Product shelf life is 4 years from date of manufactur"
Prime,1,"Description:
Prime® is the complete and concentrated conditioner for both fresh and saltwater. Prime® removes chlorine, chloramine and detoxifies ammonia. Prime® converts ammonia into a safe, non-toxic form that is readily removed by the tank’s biofilter. Prime® may be used during tank cycling to alleviate ammonia/nitrite toxicity. Prime® detoxifies nitrite and nitrate, allowing the biofilter to more efficiently remove them. It will also detoxify any heavy metals found in the tap water at typical concentration levels. Prime® is non-acidic and will not impact pH. Prime® will not overactivate skimmers. Use at start-up and whenever adding or replacing water.

Volume:
50ml100ml325ml500ml1Ltr

Features & Benefits:
Complete and Concentrated Conditioner for Both Fresh and SaltwaterRemoves Chlorine, ChloramineDetoxiﬁEs Ammonia, Nitrite, and Nitrate5x More Concentrated Than Competing ProductsDirections:Use 1 capful (5 mL) for each 200 L (50 US gallons) of new water. For smaller volumes, please note each cap thread is approximately 1 mL. May be added to aquarium directly, but better if added to new water first. If adding directly to aquarium, base dose on aquarium volume. Sulfur odor is normal. For exceptionally high chloramine concentrations, a double dose may be used safely. To detoxify nitrite in an emergency, up to 5 times normal dose may be used. If temperature is > 30 °C (86 °F) and chlorine or ammonia levels are low, use a half dos"
Pond Prime,1,"Description:
Pond Prime® is a complete conditioner that removes chlorine, chloramine, and detoxifies ammonia and nitrite. It also provides essential ions and stimulates natural slime coat. Pond Prime® also enhances nitrate removal. It will also detoxify any heavy metals found in the tap water at typical concentration levels. It should be the first choice conditioner when setting up a new pond, adding, or changing water. No other product is required to make water safe, even in high chloramine situations. Unlike competing products, Pond Prime® does not cause a pH drop or overactive skimmers. A 500 mL bottle treats over 10,000 US gallons, much more than competing products.

Volume:
500ml1Ltr

Features & Benefits:
Complete and Concentrated Conditioner for Decorative PondsRemoves Chlorine, ChloramineDetoxiﬁEs Ammonia, Nitrite, and Nitrate5x More Concentrated Than Competing ProductsDirections:Use 1/8 cup (2 tablespoons) for each 600-700 gallons for removing chlorine or chloramine. To detoxify high concentrations of ammonia or nitrite, use 1/4 to 1/2 cup for each 600 gallons. Sulfur odor is normal. For exceptionally high chloramine concentrations, a double dose may be used safely. To detoxify nitrite in an emergency, up to 5 times normal dose may be used. If temperature is > 30 °C (86 °F) and chlorine or ammonia levels are low, use a half dos"
Purigen,1,"Description:
Purigen® is a premium synthetic adsorbent that is unlike any other  filtration product. It is not a mixture of ion exchangers or adsorbents,  but a unique macro-porous synthetic polymer that removes soluble and  insoluble impurities from water at a rate and capacity that exceeds all  other competing products by over 500%. Purigen® controls ammonia,  nitrites and nitrates by removing nitrogenous organic waste that would  otherwise release these harmful compounds. Purigen impact on trace  elements is minimal. It significantly raises redox. It polishes water to  unparalleled clarity. Purigen® darkens progressively as it exhausts,  and is easily renewed by treating with bleach. Purigen® is designed for  both marine and freshwater use.

Volume:
100ml (Bagged)250ml500ml

Features & Benefits:
Highest Organic Removal CapacityPossesses Enhanced Capacity Owing to Its Vast Surface Area; Both Spherical and MacroreticularHelps Control Ammonia/Nitrite/NitrateColor Changes as It Exhausts; Easily RegeneratedSelectivity:Purigen® is the highest capacity  organic filtration resin on the market. No other products can compare to  its ability to clear haziness and polish water to unparalleled clarity.  Unlike other products on the market which are simple ion-exchange  resins, Purigen® is specifically designed to be an organic scavenging  resin. When ion-exchange resins are filled to capacity by metals and  other contaminants, Purigen® has barely begun to reach its potential.  Purigen® generally ignores simple elemental compounds, having an extreme  affinity for nitrogenous organics. The primary source of nitrogenous  compounds in an aquarium is waste. Fish, corals, even plants produce  nitrogenous waste. Purigen® removes that waste faster and more  completely than anything else on the market.  Capacity:Purigen’s™ possesses enhanced  capacity owing to its vast surface area. All other resins on the market  are purely spherical extruded beads. These beads remain smooth even  under a microscope. Purigen® is both spherical and macroreticular. It  has microscopic pores that increase its usable surface area to many  times that of a purely spherical resin. Regeneration:Purigen® can also be  regenerated. As it absorbs waste products, Purigen® will change color  from a pale blonde to a dark brown, almost black. Once it is exhausted,  it can be regenerated with a solution of bleach and water. The bleach  will literally “burn off” the organics that have been removed from the  tank. Watch out for products that claim to be regenerable with a brine  solution. That is the regeneration procedure for ion-exchange purposes. A  brine solution will not remove organics. While such resins have a  limited capacity for organic adsorption, a brine regeneration process  only replaces removed ionic compounds. It does not destroy large organic  molecules that were removed, which is the primary function of organic  adsorption resins.Directions: Rinse before use. Use in a fine mesh (180 micron or less) filter bag such as Seachem’s The Bag™.  Each 250 mL treats up to 1,000 L (250 US gallons) for up to six months.  Exhaustion is indicated by a pronounced discoloration of the beads to  dark brown or black.Regeneration:Soak in a 1:1 bleach:water solution for 24  hours in a non-metallic container in a well ventilated area and away  from children. Use regular 8.25% hypochlorite household bleach  (non-scented, no dyes, do not use a splash-less bleach). Rinse well,  then soak for 8 hours with a solution containing 4 tablespoons of Prime®,  or equivalent dechlorinator per cup of water. Rinse well. For  freshwater use, soak for 4 hours with a solution containing 2  tablespoons of buffer per cup of water (Discus Buffer®, Neutral Regulator®).  Original color and full activity should now be restored and Purigen® is  ready for reuse. Caution: some slime coat products may permanently foul  Purigen® and render regeneration difficult. Do not reuse if odor of  bleach/chlorine is detectable. In case of doubt, soak beads in small  quantity of water and test for residual chlorine with a chlorine test  ki"
Safe,4,"Description:
Safe™ is the complete and concentrated dry conditioner for both fresh  and saltwater. Safe™ removes chlorine, chloramine and ammonia. Safe™  converts ammonia into a safe, non-toxic form that is readily removed by  the tank’s biofilter. Safe™ may be used during tank cycling to alleviate  ammonia/nitrite toxicity. Safe™ detoxifies nitrite and nitrate,  allowing the biofilter to more efficiently remove them. Safe™ is  non-acidic and will not impact pH. Safe™ will not overactivate skimmers.  Use at start-up and whenever adding or replacing water.

Net Wt.:
50g250g1kgFeatures & Benefits:Removes Chlorine, Chloramine, and Ammonia.Detoxifies Nitrite and Nitrate.Highly Concentrated.Marine and Freshwater

Directions: 

Note:These directions supersede all other prior packaging.50 GUse 200 mg Safe (scoop) per each 200 L (50 gallons) as  needed to reduce chlorine and chloramine or per 50 L (13 gallons) for  ammonia.All Other SizesUse 1.25 g (1/4 tsp.) for every 1,250 L (300 US gallons) as  needed to reduce chlorine and chloramine or use 1.25 g (1/4 tsp.) for  every 300 L (75 US gallons) for ammonia.May be added to aquarium directly, but better if added to  new water first. If adding directly to aquarium, base dose on aquarium  volume. For exceptionally high chloramine concentrations, a double dose  may be used safely. To detoxify nitrite and nitrate in an emergency, up  to 4 times normal dose may be used. If temperature is > 30 °C (86 °F)  and chlorine or ammonia levels are low, use a half dos"
Stabillity,4,"Description:
Stability® will rapidly and safely establish the aquarium biofilter in  freshwater and marine systems, thereby preventing the #1 cause of fish  death: ""new tank syndrome"". Stability® is formulated specifically for  the aquarium and contains a synergistic blend of aerobic, anaerobic, and  facultative bacteria which facilitate the breakdown of waste organics,  ammonia, nitrite, and nitrate. The bacteria employed by Stability® are  non-sulfur fixing and will not produce toxic hydrogen sulfide.  Stability® is completely harmless to all aquatic organisms as well as  aquatic plants, thus there is no danger of over use. Stability® is the  culmination of nearly a decade of research and development and  represents the current state of the art in natural biological  management.  

Volume:
50ml100ml325ml500ml

Features & Benefits:
New Tank Stabilization System for Marine and Freshwater.Rapidly and Safely Establishes Bio-Filter.Prevents ""New Tank Syndrome""Directions: Shake well before use. Turn off UV/ozone. Use 1 capful (5 mL) for  each 40 L (10 US gallons) on the first day with a new aquarium. Then use  1 capful for each 80 L (20 US gallons) daily for 7 days. Fish and other  aquatic species may be introduced at any time as long as dosage is  maintained for 7 days. For optimum biofilter performance use 1 capful  for each 80 L (20 US gallons) once a month or with each water change and  whenever introducing new fish or whenever medicating an aquarium.  Product shelf life is 4 years from date of manufacture, see expiration  date below.Stability® should ideally be used in conjunction with biological filtration such as Seachem Matrix™. For emergency ammonia control, use Seachem AmGuard"
Stress Guard,4,"Description:
StressGuard is the premium slime coat protection product. StressGuard will reduce stress and ammonia toxicity whenever handling or  transporting ﬁsh. StressGuard binds to exposed protein in wounds to  promote healing of injured ﬁsh and to reduce the likelihood of primary  and secondary infections. StressGuard is compatible with all  medications except those that are copper based. StressGuard is not  amine based and will not interfere with Purigen; or HyperSorb regeneration. StressGuard does not coat resins or clog ﬁltration like competing “slime coat” type products can.

Volume:
100ml250ml500ml

Features & Benefits:
Reduces Stress When Handling or Transporting FishAntiseptic for FishPromotes HealingMarine and FreshwaterWhat makes StressGuard very successful at healing is the fact that it  contains protein active colloids. This protein active colloidal agent  actively seeks out any wounds, abrasions, or places where exposed  proteins are and attaches to this area to help directly deliver the  disinfectant in the product and start the healing process. This protein  active colloid, because it binds to the exposed proteins, also acts like  a liquid bandage to the abrasion. Some products are marketed to be  squirted in the bag when a fish is purchased. Those products are  generally acidic, with some brands being a very strong acid. Putting  such a product in a small, enclosed container with a fish often does  more harm than any intended good. StressGuard has a pH of 7.0. It will  not affect the pH of an aquarium, even at large doses. There are no  other products on the market that can compare to the effectiveness of  StressGuard. Directions: Use 1/2–1 capful (2.5–5 mL) to every 40 L (10 US gallons) daily until  signs of stress have abated or healing is complete.  Dose may be safely  doubled. "
Tanganyika Buffer,1,"Description:
Tanganyika Buffer is a blend of carbonate salts designed to enhance the natural environment of cichlids by increasing alkalinity, carbonate  hardness, buffer capacity, and pH. It is formulated to maintain a pH of  9.0–9.4. For optimum replication of the Tanganyikan environment, use  with Cichlid Lake Salt, Cichlid Trace, and NutriDiet Cichlid Flakes.

Net Wt.:
250g500g1kg

Features & Benefits:
Adjusts pH to 9.0-9.4Raises KH as well pHWill not affect GHDirections: Use 5 g (1 level teaspoon) for each 40–80 L (10 to 20 US gallons) of  water each day until desired pH is attained and maintained. Thereafter,  use as required to maintain pH, usually no more than once every two to  three weeks.Tips:It is best to dissolve the buffer in  freshwater before use. Use when setting up an aquarium or making water  changes (preferably after the addition of Seachem Cichlid Lake Salt)  and between water changes as needed to maintain pH. Seachem  Tanganyika Buffer is formulated to maintain a pH between 9.0 and 9.4,  depending on the amount used. For lower pH, use Malawi/Victoria Buffer (pH 7.8–8.4), either alone or in combination with Tanganyika Buffe"
Purigen Bag,1,"Description:
The Bag is an innovative welded filter bag with a durable  non-stitched seam. It has a 180 micron mesh, is resistant to bleach,  caustics, and acids, and comes with a convenient resealable locking  closure. It is available in a convenient 5"" x 9.5"" size. It is ideal for  all filtration products and has an exceptionally long life.

Unlike stitched seams, welded seams are not subject to  degradation from exposure to bleach, caustics, acids, or other harsh  environmental exposure likely to take place during regeneration of  filter media. Caution should be exercised, however, to avoid  overfilling or over-packing as welded seams can be forced to separate by  excessive pulling forces.

Features & Benefits:
Welded Filter Bag Ideal for All FiltrationResealable Locking Closure180 Micron MeshHolds up to Hypersorb and Purigen RegenerationDirections: Simply place desired filtration material e.g. Purigen, CupriSorb,  etc. and close The Bag™ using the resealable locking closure. For best  results, The Bag™ should be placed so as to maximize the flow of water  through it."
Serenity Crystal Pond,1,"Description:
Fast acting flocculant that quickly controls green water in ornamental fish ponds.

Directions:
Dosage rate - 5ml for 300L"
Serenity Green Water Destroyer Liquid,1,"Description:
Serenity Green Water Destroyer Liquid is a specially formulated liquid designed to keep aquarium water crystal clear and remove unsightly green water and green patches due to excess sunlight. Green Water Destroyer Liquid is also perfectly safe for turtle tanks.

Directions:
Dosage:  5mls for 200 Litres of aquarium wate"
Serenity PH Down,1,"Net WT.: 

250g50"
Serenity PH Up,1,"Net WT.: 

100g250g50"
Pond Stability 500ml,1,"Description:
Pond Stability® will rapidly and safely establish the pond biofilter in  new ponds, thereby preventing fish deaths due to incomplete biofilter  cycling. Pond Stability® will also prevent and reduce sludge build up.  Pond Stability® is formulated specifically for the pond and contains a  synergistic blend of aerobic, anaerobic, and facultative bacteria which  facilitate the breakdown of waste organics, ammonia, nitrite, and  nitrate. The bacteria employed by Pond Stability® are non-sulfur fixing  and will not produce toxic hydrogen sulfide. Pond Stability® is  completely harmless to all aquatic organisms as well as aquatic plants,  thus there is no danger of overuse. Pond Stability® is the culmination  of nearly a decade of research and development and represents the  current state of the art in natural biological management.  

Features & Benefits:
Water Stabilization System for Decorative Ponds.Rapidly and Safely Establishes Bio-Filter.Breaks down Waste Organics, Ammonia, Nitrite, and Nitrate

Directions:
Shake well before use. Turn off UV. Use 50 mL for each 400 L (100 US  gallons) on the first day with a new pond. Then use 25 mL for each 400 L  (100 US gallons) daily for 7 days. Fish and other aquatic species may  be introduced at any time as long as dosage is maintained for 7 days.  For optimum biofilter performance use 5 capfuls for each 400 L (100 US  gallons) once a month or with each water change and whenever introducing  new fish or whenever medicating a pond. Product shelf life is 4 years  from date of manufacture, see expiration date belo"
Stabillity,4,"Description:
Stability® will rapidly and safely establish the aquarium biofilter in  freshwater and marine systems, thereby preventing the #1 cause of fish  death: ""new tank syndrome"". Stability® is formulated specifically for  the aquarium and contains a synergistic blend of aerobic, anaerobic, and  facultative bacteria which facilitate the breakdown of waste organics,  ammonia, nitrite, and nitrate. The bacteria employed by Stability® are  non-sulfur fixing and will not produce toxic hydrogen sulfide.  Stability® is completely harmless to all aquatic organisms as well as  aquatic plants, thus there is no danger of over use. Stability® is the  culmination of nearly a decade of research and development and  represents the current state of the art in natural biological  management.  

Volume:
50ml100ml325ml500ml

Features & Benefits:
New Tank Stabilization System for Marine and Freshwater.Rapidly and Safely Establishes Bio-Filter.Prevents ""New Tank Syndrome""Directions: Shake well before use. Turn off UV/ozone. Use 1 capful (5 mL) for  each 40 L (10 US gallons) on the first day with a new aquarium. Then use  1 capful for each 80 L (20 US gallons) daily for 7 days. Fish and other  aquatic species may be introduced at any time as long as dosage is  maintained for 7 days. For optimum biofilter performance use 1 capful  for each 80 L (20 US gallons) once a month or with each water change and  whenever introducing new fish or whenever medicating an aquarium.  Product shelf life is 4 years from date of manufacture, see expiration  date below.Stability® should ideally be used in conjunction with biological filtration such as Seachem Matrix™. For emergency ammonia control, use Seachem AmGuard"
Melafix,1,"Description:
API® Melafix is an all-natural antibacterial treatment that  works to treat infections in fish. Common bacterial infections are open  wounds and abrasions, tail rot, eye cloud, and mouth fungus. API Melafix  also promotes regrowth of damaged fins and tissue. Product may be used  when adding fish to an aquarium – particularly to smooth the transition  from store to home – and if an infection is suspected, but not yet  diagnosed. Some fish bought in pet stores are already carrying diseases  at the time of purchase, which may be difficult to detect in its early  stages.

Size:
118ml237ml473ml

API Melafix will not adversely affect the biological filter, alter the  pH, or discolor water. It is safe for use in freshwater, saltwater, and  reef aquariums, and in aquariums with live plants. Dose for the  recommended amount of time as directed on label, and in accordance with  the size of your aquarium.

Directions for Use:
Add 5 ml per 10 gallons of aquarium water. Dose daily for 7 days. After 7 days, make a 25% water chang"
Pimafix,1,"Description:
API® Pimafix is an all-natural, antifungal remedy for fish  fungal infections, with a formula derived from the West Indian Bay Tree –  a proven natural antifungal. API Pimafix rapidly treats cottony growth,  mouth, body fungus, and the reddening of the fins and body, in addition  to both internal and external bacterial infections.

Size:
118ml237ml473ml

API Pimafix will not adversely affect the biological filter, alter  pH, or discolor water, and has been formulated to use in conjunction  with Melafix to enhance effectiveness against fish diseases.

Directions for Use:
Add 5 ml per 10 gallons of aquarium water. Dose daily for 7 days. After 7 days, make a 25% water chang"
Aquaricycline 25 Tablets,1,"Description:
Broad spectrum antibiotic  for the treatment of diseases in ornamental fresh and saltwater aquarium  fish caused by terracycle sensitive bacteria.

Can be used for bacterial diseases such as: fin rot, neon tetra disease and ulcers.

Directions:
Remove activated carbon or other absorbent material from filtration system and slow rate of sub-gravel filtration for the duration of treatment. Prolonged treatment of this product may affect the helpful bacteria flora in biological filters.

For this matter the use of a hospital tank for affected fish is recommended. Ensure the water in the hospital tanks is as similar as possible to the main aquarium (pH, temperature, salinity etc). Aerate vigorously during treatment.

Use 1 tablet per 20L of aquarium water. If condition does not improve, consult your veterinarian"
